Date,Open,High,Low,Close,Volume
18-Oct-21,18500.1,18543.15,18445.3,18477.05,161679423
14-Oct-21,18272.85,18350.75,18248.7,18338.55,161679423
13-Oct-21,18097.85,18197.8,18050.75,18161.75,161679423
12-Oct-21,17915.8,18008.65,17864.95,17991.95,161679423
11-Oct-21,17867.55,18041.95,17839.1,17945.95,161679423
08-Oct-21,17886.85,17941.85,17840.35,17895.2,161679423
07-Oct-21,17810.55,17857.55,17763.8,17790.35,161679423
06-Oct-21,17861.5,17884.6,17613.15,17646,161679423
05-Oct-21,17661.35,17833.45,17640.9,17822.3,161679423
04-Oct-21,17615.55,17750.9,17581.35,17691.25,161679423
01-Oct-21,17531.9,17557.15,17452.9,17532.05,161679423
30-Sep-21,17718.9,17742.15,17585.35,17618.15,161679423
29-Sep-21,17657.95,17781.75,17608.15,17711.3,161679423
28-Sep-21,17906.45,17912.85,17576.1,17748.6,161679423
27-Sep-21,17932.2,17943.5,17802.9,17855.1,161679423
24-Sep-21,17897.45,17947.65,17819.4,17853.2,161679423
23-Sep-21,17670.85,17843.9,17646.55,17822.95,161679423
22-Sep-21,17580.9,17610.45,17524,17546.65,161679423
21-Sep-21,17450.5,17578.35,17326.1,17562,161679423
20-Sep-21,17443.85,17622.75,17361.8,17396.9,161679423
17-Sep-21,17709.65,17792.95,17537.65,17585.15,161679423
16-Sep-21,17539.2,17644.6,17510.45,17629.5,161679423
15-Sep-21,17387.65,17532.7,17386.9,17519.45,161679423
14-Sep-21,17420.35,17438.55,17367.05,17380,161679423
13-Sep-21,17363.55,17378.35,17269.15,17355.3,161679423
09-Sep-21,17312.85,17379.65,17302.7,17369.25,161679423
08-Sep-21,17375.75,17383.4,17254.2,17353.5,161679423
07-Sep-21,17401.55,17436.5,17287,17362.1,161679423
06-Sep-21,17399.35,17429.55,17345.55,17377.8,161679423
03-Sep-21,17262.45,17340.1,17212.2,17323.6,161679423
02-Sep-21,17095.4,17245.5,17059.7,17234.15,161679423
01-Sep-21,17185.6,17225.75,17055.05,17076.25,161679423
31-Aug-21,16947.5,17153.5,16915.85,17132.2,161679423
30-Aug-21,16775.85,16951.5,16764.85,16931.05,161679423
27-Aug-21,16642.55,16722.05,16565.6,16705.2,161679423
26-Aug-21,16627.95,16683.7,16603.4,16636.9,161679423
25-Aug-21,16654,16712.45,16617.5,16634.65,161679423
24-Aug-21,16561.4,16647.1,16495.3,16624.6,161679423
23-Aug-21,16592.25,16592.5,16395.7,16496.45,161679423
20-Aug-21,16382.5,16509.55,16376.05,16450.5,161679423
18-Aug-21,16691.95,16701.85,16535.85,16568.85,161679423
17-Aug-21,16545.25,16628.55,16495.4,16614.6,161679423
16-Aug-21,16518.4,16589.4,16480.75,16563.05,161679423
13-Aug-21,16385.7,16543.6,16376.3,16529.1,161679423
12-Aug-21,16303.65,16375.5,16286.9,16364.4,161679423
11-Aug-21,16327.3,16338.75,16162.55,16282.25,161679423
10-Aug-21,16274.8,16359.25,16202.25,16280.1,161679423
09-Aug-21,16281.35,16320.75,16179.05,16258.25,161679423
06-Aug-21,16304.4,16336.75,16223.3,16238.2,161679423
05-Aug-21,16288.95,16349.45,16210.3,16294.6,161679423
04-Aug-21,16195.25,16290.2,16176.15,16258.8,161679423
03-Aug-21,15951.55,16146.9,15914.35,16130.75,161679423
02-Aug-21,15874.9,15892.9,15834.65,15885.15,161679423
30-Jul-21,15800.6,15862.8,15744.85,15763.05,161679423
29-Jul-21,15762.7,15817.35,15737.8,15778.45,161679423
28-Jul-21,15761.55,15767.5,15513.45,15709.4,161679423
27-Jul-21,15860.5,15881.55,15701,15746.45,161679423
26-Jul-21,15849.3,15893.35,15797,15824.45,161679423
23-Jul-21,15856.8,15899.8,15768.4,15856.05,161679423
22-Jul-21,15736.6,15834.8,15726.4,15824.05,161679423
20-Jul-21,15703.95,15728.45,15578.55,15632.1,161679423
19-Jul-21,15754.5,15836.9,15707.5,15752.4,161679423
16-Jul-21,15958.35,15962.25,15882.6,15923.4,161679423
15-Jul-21,15872.15,15952.35,15855,15924.2,161679423
14-Jul-21,15808.7,15877.35,15764.2,15853.95,161679423
13-Jul-21,15794,15820.8,15744.6,15812.35,161679423
12-Jul-21,15766.8,15789.2,15644.75,15692.6,161679423
09-Jul-21,15688.25,15730.85,15632.75,15689.8,161679423
08-Jul-21,15855.4,15885.75,15682.9,15727.9,161679423
07-Jul-21,15819.6,15893.55,15779.7,15879.65,161679423
06-Jul-21,15813.75,15914.2,15801,15818.25,161679423
05-Jul-21,15793.4,15845.95,15762.05,15834.35,161679423
02-Jul-21,15705.85,15738.35,15635.95,15722.2,161679423
01-Jul-21,15755.05,15755.55,15667.05,15680,161679423
30-Jun-21,15776.9,15839.1,15708.75,15721.5,161679423
29-Jun-21,15807.5,15835.9,15724.05,15748.45,161679423
28-Jun-21,15915.35,15915.65,15792.15,15814.7,161679423
25-Jun-21,15839.35,15870.8,15772.3,15860.35,161679423
24-Jun-21,15737.3,15821.4,15702.7,15790.45,161679423
23-Jun-21,15862.8,15862.95,15673.95,15686.95,161679423
22-Jun-21,15840.5,15895.75,15752.1,15772.75,161679423
21-Jun-21,15525.85,15765.15,15505.65,15746.5,161679423
18-Jun-21,15756.5,15761.5,15450.9,15683.35,161679423
17-Jun-21,15648.3,15769.35,15616.75,15691.4,161679423
16-Jun-21,15847.5,15880.85,15742.6,15767.55,161679423
15-Jun-21,15866.95,15901.6,15842.4,15869.25,161679423
14-Jun-21,15791.4,15823.05,15606.5,15811.85,161679423
11-Jun-21,15796.45,15835.55,15749.8,15799.35,161679423
10-Jun-21,15692.1,15751.25,15648.5,15737.75,161679423
09-Jun-21,15766.3,15800.45,15566.9,15635.35,161679423
08-Jun-21,15773.9,15778.8,15680,15740.1,161679423
07-Jun-21,15725.1,15773.45,15678.1,15751.65,161679423
04-Jun-21,15712.5,15733.6,15622.35,15670.25,161679423
03-Jun-21,15655.55,15705.1,15611,15690.35,161679423
02-Jun-21,15520.35,15597.45,15459.85,15576.2,161679423
01-Jun-21,15629.65,15660.75,15528.3,15574.85,161679423
31-May-21,15437.75,15606.35,15374,15582.8,161679423
28-May-21,15421.2,15469.65,15394.75,15435.65,161679423
27-May-21,15323.95,15384.55,15272.5,15337.85,161679423
26-May-21,15257.05,15319.9,15194.95,15301.45,161679423
25-May-21,15291.75,15293.85,15163.4,15208.45,161679423
24-May-21,15211.35,15256.25,15145.45,15197.7,161679423
21-May-21,14987.8,15190,14985.85,15175.3,161679423
20-May-21,15042.6,15069.8,14884.9,14906.05,161679423
19-May-21,15058.6,15133.4,15008.85,15030.15,161679423
18-May-21,15067.2,15137.25,15043.7,15108.1,161679423
17-May-21,14756.25,14938,14725.35,14923.15,161679423
14-May-21,14749.4,14749.65,14591.9,14677.8,161679423
12-May-21,14823.55,14824.05,14649.7,14696.5,161679423
11-May-21,14789.7,14900,14771.4,14850.75,161679423
10-May-21,14928.25,14966.9,14892.5,14942.35,161679423
07-May-21,14816.85,14863.05,14765.5,14823.15,161679423
06-May-21,14668.35,14743.9,14611.5,14724.8,161679423
05-May-21,14604.15,14637.9,14506.6,14617.85,161679423
04-May-21,14687.25,14723.4,14461.5,14496.5,161679423
03-May-21,14481.05,14673.85,14416.25,14634.15,161679423
30-Apr-21,14747.35,14855.45,14601.7,14631.1,161679423
29-Apr-21,14979,15044.35,14814.45,14894.9,161679423
28-Apr-21,14710.5,14890.25,14694.95,14864.55,161679423
27-Apr-21,14493.8,14667.55,14484.85,14653.05,161679423
26-Apr-21,14449.45,14557.5,14421.3,14485,161679423
23-Apr-21,14326.35,14461.15,14273.3,14341.35,161679423
22-Apr-21,14219.15,14424.75,14151.4,14406.15,161679423
20-Apr-21,14526.7,14526.95,14207.3,14296.4,161679423
19-Apr-21,14306.6,14382.3,14191.4,14359.45,161679423
16-Apr-21,14599.6,14697.7,14559,14617.85,161679423
15-Apr-21,14522.4,14597.55,14353.2,14581.45,161679423
13-Apr-21,14364.9,14528.9,14274.9,14504.8,161679423
12-Apr-21,14644.65,14652.5,14248.7,14310.8,161679423
09-Apr-21,14882.65,14918.45,14785.65,14834.85,161679423
08-Apr-21,14875.65,14984.15,14821.1,14873.8,161679423
07-Apr-21,14716.45,14879.8,14649.85,14819.05,161679423
06-Apr-21,14737,14779.1,14573.9,14683.5,161679423
05-Apr-21,14837.7,14849.85,14459.5,14637.8,161679423
01-Apr-21,14798.4,14883.2,14692.45,14867.35,161679423
31-Mar-21,14811.85,14813.75,14670.25,14690.7,161679423
30-Mar-21,14628.5,14876.3,14617.6,14845.1,161679423
26-Mar-21,14506.3,14572.9,14414.25,14507.3,161679423
25-Mar-21,14570.9,14575.6,14264.4,14324.9,161679423
24-Mar-21,14712.45,14752.35,14535,14549.4,161679423
23-Mar-21,14768.55,14878.6,14707,14814.75,161679423
22-Mar-21,14736.3,14763.9,14597.85,14736.4,161679423
19-Mar-21,14471.15,14788.25,14350.1,14744,161679423
18-Mar-21,14855.5,14875.2,14478.6,14557.85,161679423
17-Mar-21,14946.55,14956.55,14696.05,14721.3,161679423
16-Mar-21,14996.1,15051.6,14890.65,14910.45,161679423
15-Mar-21,15048.4,15048.4,14745.85,14929.5,161679423
12-Mar-21,15321.15,15336.3,14953.6,15030.95,161679423
10-Mar-21,15202.15,15218.45,15100.85,15174.8,161679423
09-Mar-21,15049.9,15126.85,14925.45,15098.4,161679423
08-Mar-21,15002.45,15111.15,14919.9,14956.2,161679423
05-Mar-21,14977.95,15092.35,14862.1,14938.1,161679423
04-Mar-21,15026.75,15202.35,14980.2,15080.75,161679423
03-Mar-21,15064.4,15273.15,14995.8,15245.6,161679423
02-Mar-21,14865.3,14959.1,14760.8,14919.1,161679423
01-Mar-21,14702.5,14806.8,14638.55,14761.55,161679423
26-Feb-21,14888.6,14919.45,14467.75,14529.15,161679423
25-Feb-21,15079.85,15176.5,15065.35,15097.35,161679423
24-Feb-21,14729.15,15008.8,14723.05,14982,161679423
23-Feb-21,14782.25,14854.5,14651.85,14707.8,161679423
22-Feb-21,14999.05,15010.1,14635.05,14675.7,161679423
19-Feb-21,15074.8,15144.05,14898.2,14981.75,161679423
18-Feb-21,15238.7,15250.75,15078.05,15118.95,161679423
17-Feb-21,15279.9,15314.3,15170.75,15208.9,161679423
16-Feb-21,15371.45,15431.75,15242.2,15313.45,161679423
15-Feb-21,15270.3,15340.15,15243.4,15314.7,161679423
12-Feb-21,15186.2,15243.5,15081,15163.3,161679423
11-Feb-21,15073.25,15188.5,15065.4,15173.3,161679423
10-Feb-21,15119.05,15168.25,14977.2,15106.5,161679423
09-Feb-21,15164.15,15257.1,15064.3,15109.3,161679423
08-Feb-21,15064.3,15159.9,15041.05,15115.8,161679423
05-Feb-21,14952.6,15014.65,14864.75,14924.25,161679423
04-Feb-21,14789.05,14913.7,14714.75,14895.65,161679423
03-Feb-21,14754.9,14868.85,14574.15,14789.95,161679423
02-Feb-21,14481.1,14731.7,14469.15,14647.85,161679423
01-Feb-21,13758.6,14336.35,13661.75,14281.2,161679423
29-Jan-21,13946.6,13966.85,13596.75,13634.6,161679423
28-Jan-21,13810.4,13898.25,13713.25,13817.55,161679423
27-Jan-21,14237.95,14237.95,13929.3,13967.5,161679423
25-Jan-21,14477.8,14491.1,14218.6,14238.9,161679423
22-Jan-21,14583.4,14619.9,14357.75,14371.9,161679423
21-Jan-21,14730.95,14753.55,14517.25,14590.35,161679423
20-Jan-21,14538.3,14666.45,14517.55,14644.7,161679423
19-Jan-21,14371.65,14546.05,14350.85,14521.15,161679423
18-Jan-21,14453.3,14459.15,14222.8,14281.3,161679423
15-Jan-21,14594.35,14617.45,14357.85,14433.7,161679423
14-Jan-21,14550.05,14617.8,14471.5,14595.6,161679423
13-Jan-21,14639.8,14653.35,14435.7,14564.85,161679423
12-Jan-21,14473.8,14590.65,14432.85,14563.45,161679423
11-Jan-21,14474.05,14498.2,14383.1,14484.75,161679423
08-Jan-21,14258.4,14367.3,14221.65,14347.25,161679423
07-Jan-21,14253.75,14256.25,14123.1,14137.35,161679423
06-Jan-21,14240.95,14244.15,14039.9,14146.25,161679423
05-Jan-21,14075.15,14215.6,14048.15,14199.5,161679423
04-Jan-21,14104.35,14147.95,13953.75,14132.9,161679423
01-Jan-21,13996.1,14049.85,13991.35,14018.5,161679423
31-Dec-20,13970,14024.85,13936.45,13981.75,161679423
30-Dec-20,13980.9,13997,13864.95,13981.95,161679423
29-Dec-20,13910.35,13967.6,13859.9,13932.6,161679423
28-Dec-20,13815.15,13885.3,13811.55,13873.2,161679423
24-Dec-20,13672.15,13771.75,13626.9,13749.25,161679423
23-Dec-20,13473.5,13619.45,13432.2,13601.1,161679423
22-Dec-20,13373.65,13492.05,13192.9,13466.3,161679423
21-Dec-20,13741.9,13777.5,13131.45,13328.4,161679423
18-Dec-20,13764.4,13772.85,13658.6,13760.55,161679423
17-Dec-20,13713.55,13773.25,13673.55,13740.7,161679423
16-Dec-20,13663.1,13692.35,13606.45,13682.7,161679423
15-Dec-20,13547.2,13589.65,13447.05,13567.85,161679423
14-Dec-20,13571.45,13597.5,13472.45,13558.15,161679423
11-Dec-20,13512.3,13579.35,13402.85,13513.85,161679423
10-Dec-20,13488.5,13503.55,13399.3,13478.3,161679423
09-Dec-20,13458.1,13548.9,13449.6,13529.1,161679423
08-Dec-20,13393.85,13435.45,13311.05,13392.95,161679423
07-Dec-20,13264.85,13366.65,13241.95,13355.75,161679423
04-Dec-20,13177.4,13280.05,13152.85,13258.55,161679423
03-Dec-20,13215.3,13216.6,13107.9,13133.9,161679423
02-Dec-20,13121.4,13128.5,12983.55,13113.75,161679423
01-Dec-20,13062.2,13128.4,12962.8,13109.05,161679423
27-Nov-20,13012.05,13035.3,12914.3,12968.95,161679423
26-Nov-20,12906.45,13018,12790.4,12987,161679423
25-Nov-20,13130,13145.85,12833.65,12858.4,161679423
24-Nov-20,13002.6,13079.1,12978,13055.15,161679423
23-Nov-20,12960.3,12968.85,12825.7,12926.45,161679423
20-Nov-20,12813.4,12892.45,12730.25,12859.05,161679423
19-Nov-20,12839.5,12963,12745.75,12771.7,161679423
18-Nov-20,12860.1,12948.85,12819.35,12938.25,161679423
17-Nov-20,12932.5,12934.05,12797.1,12874.2,161679423
14-Nov-20,12823.35,12828.7,12749.45,12780.25,161679423
13-Nov-20,12659.7,12735.95,12607.7,12719.95,161679423
12-Nov-20,12702.15,12741.15,12624.85,12690.8,161679423
11-Nov-20,12680.6,12769.75,12571.1,12749.15,161679423
10-Nov-20,12556.4,12643.9,12475.25,12631.1,161679423
09-Nov-20,12399.4,12474.05,12367.35,12461.05,161679423
06-Nov-20,12156.65,12280.4,12131.85,12263.55,161679423
05-Nov-20,12062.4,12131.1,12027.6,12120.3,161679423
04-Nov-20,11783.35,11929.65,11756.4,11908.5,161679423
03-Nov-20,11734.45,11836.2,11723.3,11813.5,161679423
02-Nov-20,11697.35,11725.65,11557.4,11669.15,161679423
30-Oct-20,11678.45,11748.95,11535.45,11642.4,161679423
29-Oct-20,11633.3,11744.15,11606.45,11670.8,161679423
28-Oct-20,11922.6,11929.4,11684.85,11729.6,161679423
27-Oct-20,11807.1,11899.05,11723,11889.4,161679423
26-Oct-20,11937.4,11942.85,11711.7,11767.75,161679423
23-Oct-20,11957.9,11974.55,11908.75,11930.35,161679423
22-Oct-20,11890,11939.55,11823.45,11896.45,161679423
21-Oct-20,11958.55,12018.65,11775.75,11937.65,161679423
20-Oct-20,11861,11949.25,11837.25,11896.8,161679423
19-Oct-20,11879.2,11898.25,11820.4,11873.05,161679423
16-Oct-20,11727.4,11789.75,11667.85,11762.45,161679423
15-Oct-20,12023.45,12025.45,11661.3,11680.35,161679423
14-Oct-20,11917.4,11997.2,11822.15,11971.05,161679423
13-Oct-20,11934.65,11988.2,11888.9,11934.5,161679423
12-Oct-20,11973.55,12022.05,11867.2,11930.95,161679423
09-Oct-20,11852.05,11938.6,11805.2,11914.2,161679423
08-Oct-20,11835.4,11905.7,11791.15,11834.6,161679423
07-Oct-20,11679.25,11763.05,11629.35,11738.85,161679423
06-Oct-20,11603.45,11680.3,11564.3,11662.4,161679423
05-Oct-20,11487.8,11578.05,11452.3,11503.35,161679423
01-Oct-20,11364.45,11428.6,11347.05,11416.95,161679423
30-Sep-20,11244.45,11295.4,11184.55,11247.55,161679423
29-Sep-20,11288.6,11305.4,11181,11222.4,161679423
28-Sep-20,11140.85,11239.35,11099.85,11227.55,161679423
25-Sep-20,10910.4,11072.6,10854.85,11050.25,161679423
24-Sep-20,11011,11015.3,10790.2,10805.55,161679423
23-Sep-20,11258.75,11259.55,11024.4,11131.85,161679423
22-Sep-20,11301.75,11302.2,11084.65,11153.65,161679423
21-Sep-20,11503.8,11535.25,11218.5,11250.55,161679423
18-Sep-20,11584.1,11584.1,11446.1,11504.95,161679423
17-Sep-20,11539.4,11587.2,11498.5,11516.1,161679423
16-Sep-20,11538.45,11618.1,11516.75,11604.55,161679423
15-Sep-20,11487.2,11535.95,11442.25,11521.8,161679423
14-Sep-20,11540.15,11568.9,11383.55,11440.05,161679423
11-Sep-20,11447.8,11493.5,11419.9,11464.45,161679423
10-Sep-20,11363.3,11464.05,11327.4,11449.25,161679423
09-Sep-20,11218.6,11298.15,11185.15,11278,161679423
08-Sep-20,11378.55,11437.25,11290.45,11317.35,161679423
07-Sep-20,11359.6,11381.15,11251.7,11355.05,161679423
04-Sep-20,11354.4,11452.05,11303.65,11333.85,161679423
03-Sep-20,11566.2,11584.95,11507.65,11527.45,161679423
02-Sep-20,11478.55,11554.75,11430.4,11535,161679423
01-Sep-20,11464.3,11553.55,11366.9,11470.25,161679423
31-Aug-20,11777.55,11794.25,11325.85,11387.5,161679423
28-Aug-20,11602.95,11686.05,11589.4,11647.6,161679423
27-Aug-20,11609.3,11617.35,11540.6,11559.25,161679423
26-Aug-20,11512.85,11561.75,11461.85,11549.6,161679423
25-Aug-20,11513.1,11525.9,11423.35,11472.25,161679423
24-Aug-20,11412,11497.25,11410.65,11466.45,161679423
21-Aug-20,11409.65,11418.5,11362.2,11371.6,161679423
20-Aug-20,11317.45,11361.45,11289.8,11312.2,161679423
19-Aug-20,11452.15,11460.35,11394.1,11408.4,161679423
18-Aug-20,11259.8,11401.7,11253.15,11385.35,161679423
17-Aug-20,11248.9,11267.1,11144.5,11247.1,161679423
14-Aug-20,11353.3,11366.25,11111.45,11178.4,161679423
13-Aug-20,11334.85,11359.3,11269.95,11300.45,161679423
12-Aug-20,11289,11322,11242.65,11308.4,161679423
11-Aug-20,11322.25,11373.6,11299.15,11322.5,161679423
10-Aug-20,11270.25,11337.3,11238,11270.15,161679423
07-Aug-20,11186.65,11231.9,11142.05,11214.05,161679423
06-Aug-20,11185.7,11256.8,11127.3,11200.15,161679423
05-Aug-20,11155.75,11225.65,11064.05,11101.65,161679423
04-Aug-20,10946.65,11112.25,10908.1,11095.25,161679423
03-Aug-20,11057.55,11058.05,10882.25,10891.6,161679423
31-Jul-20,11139.5,11150.4,11026.65,11073.45,161679423
30-Jul-20,11254.3,11299.95,11084.95,11102.15,161679423
29-Jul-20,11276.9,11341.4,11149.75,11202.85,161679423
28-Jul-20,11154.1,11317.75,11151.4,11300.55,161679423
27-Jul-20,11225,11225,11087.85,11131.8,161679423
24-Jul-20,11149.95,11225.4,11090.3,11194.15,161679423
23-Jul-20,11135,11239.8,11103.15,11215.45,161679423
22-Jul-20,11231.2,11238.1,11056.55,11132.6,161679423
21-Jul-20,11126.1,11179.55,11113.25,11162.25,161679423
20-Jul-20,10999.45,11037.9,10953,11022.2,161679423
17-Jul-20,10752,10933.45,10749.65,10901.7,161679423
16-Jul-20,10706.2,10755.3,10595.2,10739.95,161679423
15-Jul-20,10701,10827.45,10577.75,10618.2,161679423
14-Jul-20,10750.85,10755.65,10562.9,10607.35,161679423
13-Jul-20,10851.85,10894.05,10756.05,10802.7,161679423
10-Jul-20,10764.1,10819.4,10713,10768.05,161679423
09-Jul-20,10755.55,10836.85,10733,10813.45,161679423
08-Jul-20,10818.65,10847.85,10676.55,10705.75,161679423
07-Jul-20,10802.85,10813.8,10689.7,10799.65,161679423
06-Jul-20,10723.85,10811.4,10695.1,10763.65,161679423
03-Jul-20,10614.95,10631.3,10562.65,10607.35,161679423
02-Jul-20,10493.05,10598.2,10485.55,10551.7,161679423
01-Jul-20,10323.8,10447.05,10299.6,10430.05,161679423
30-Jun-20,10382.6,10401.05,10267.35,10302.1,161679423
29-Jun-20,10311.95,10337.95,10223.6,10312.4,161679423
26-Jun-20,10378.9,10409.85,10311.25,10383,161679423
25-Jun-20,10235.55,10361.8,10194.5,10288.9,161679423
24-Jun-20,10529.25,10553.15,10281.95,10305.3,161679423
23-Jun-20,10347.95,10484.7,10301.75,10471,161679423
22-Jun-20,10318.75,10393.65,10277.6,10311.2,161679423
19-Jun-20,10119,10272.4,10072.65,10244.4,161679423
18-Jun-20,9863.25,10111.2,9845.05,10091.65,161679423
17-Jun-20,9876.7,10003.6,9833.8,9881.15,161679423
16-Jun-20,10014.8,10046.15,9728.5,9914,161679423
15-Jun-20,9919.35,9943.35,9726.35,9813.7,161679423
12-Jun-20,9544.95,9996.05,9544.35,9972.9,161679423
11-Jun-20,10094.1,10112.05,9885.05,9902,161679423
10-Jun-20,10072.6,10148.75,10036.85,10116.15,161679423
09-Jun-20,10181.15,10291.15,10021.45,10046.65,161679423
08-Jun-20,10326.75,10328.5,10120.25,10167.45,161679423
05-Jun-20,10093.8,10177.8,10040.75,10142.15,161679423
04-Jun-20,10054.25,10123.85,9944.25,10029.1,161679423
03-Jun-20,10108.3,10176.2,10035.55,10061.55,161679423
02-Jun-20,9880.85,9995.6,9824.05,9979.1,161679423
01-Jun-20,9726.85,9931.6,9706.95,9826.15,161679423
29-May-20,9422.2,9598.85,9376.9,9580.3,161679423
28-May-20,9364.95,9511.25,9336.5,9490.1,161679423
27-May-20,9082.2,9334,9004.25,9314.95,161679423
26-May-20,9099.75,9161.65,8996.65,9029.05,161679423
22-May-20,9067.9,9149.6,8968.55,9039.25,161679423
21-May-20,9079.45,9178.55,9056.1,9106.25,161679423
20-May-20,8889.15,9093.8,8875.35,9066.55,161679423
19-May-20,8961.7,9030.35,8855.3,8879.1,161679423
18-May-20,9158.3,9158.3,8806.75,8823.25,161679423
15-May-20,9182.4,9182.4,9050,9136.85,161679423
14-May-20,9213.95,9281.1,9119.75,9142.75,161679423
13-May-20,9584.2,9584.5,9351.1,9383.55,161679423
12-May-20,9168.85,9240.85,9043.95,9196.55,161679423
11-May-20,9348.15,9439.9,9219.95,9239.2,161679423
08-May-20,9376.95,9382.65,9238.2,9251.5,161679423
07-May-20,9234.05,9277.85,9175.9,9199.05,161679423
06-May-20,9226.8,9346.9,9116.5,9270.9,161679423
05-May-20,9429.4,9450.9,9190.75,9205.6,161679423
04-May-20,9533.5,9533.5,9266.95,9293.5,161679423
30-Apr-20,9753.5,9889.05,9731.5,9859.9,161679423
29-Apr-20,9408.6,9599.85,9392.35,9553.35,161679423
28-Apr-20,9389.8,9404.4,9260,9380.9,161679423
27-Apr-20,9259.7,9377.1,9250.35,9282.3,161679423
24-Apr-20,9163.9,9296.9,9141.3,9154.4,161679423
23-Apr-20,9232.35,9343.6,9170.15,9313.9,161679423
22-Apr-20,9026.75,9209.75,8946.25,9187.3,161679423
21-Apr-20,9016.95,9044.4,8909.4,8981.45,161679423
20-Apr-20,9390.2,9390.85,9230.8,9261.85,161679423
17-Apr-20,9323.45,9324,9091.35,9266.75,161679423
16-Apr-20,8851.25,9053.75,8821.9,8992.8,161679423
15-Apr-20,9196.4,9261.2,8874.1,8925.3,161679423
13-Apr-20,9103.95,9112.05,8912.4,8993.85,161679423
09-Apr-20,8973.05,9128.35,8904.55,9111.9,161679423
08-Apr-20,8688.9,9131.7,8653.9,8748.75,161679423
07-Apr-20,8446.3,8819.4,8360.95,8792.2,161679423
03-Apr-20,8356.55,8356.55,8055.8,8083.8,161679423
01-Apr-20,8584.1,8588.1,8198.35,8253.8,161679423
31-Mar-20,8529.35,8678.3,8358,8597.75,161679423
30-Mar-20,8385.95,8576,8244,8281.1,161679423
27-Mar-20,8949.1,9038.9,8522.9,8660.25,161679423
26-Mar-20,8451,8749.05,8304.9,8641.45,161679423
25-Mar-20,7735.15,8376.75,7714.75,8317.85,161679423
24-Mar-20,7848.3,8036.95,7511.1,7801.05,161679423
23-Mar-20,7945.7,8159.25,7583.6,7610.25,161679423
20-Mar-20,8284.45,8883,8178.2,8745.45,161679423
19-Mar-20,8063.3,8575.45,7832.55,8263.45,161679423
